timestamp,station_id,temperature,pressure,humidity,anomaly_label,anomaly_type,imputed,temperature_corrected,pressure_corrected,humidity_corrected
2024-07-01 00:00:00,AWS_Chennai_001,25.62,1007.91,52.57,0,normal,False,25.62,1007.91,52.57
2024-07-01 00:10:00,AWS_Chennai_001,25.14,1007.6,57.07,0,normal,False,25.14,1007.6,57.07
2024-07-01 00:20:00,AWS_Chennai_001,24.41,1007.32,60.77,0,normal,False,24.41,1007.32,60.77
2024-07-01 00:30:00,AWS_Chennai_001,24.18,1007.01,62.24,0,normal,False,24.18,1007.01,62.24
2024-07-01 00:40:00,AWS_Chennai_001,24.66,1006.73,63.11,0,normal,False,24.66,1006.73,63.11
2024-07-01 00:50:00,AWS_Chennai_001,24.55,1006.89,67.88,0,normal,False,24.55,1006.89,67.88
2024-07-01 01:00:00,AWS_Chennai_001,24.87,1006.78,70.25,0,normal,False,24.87,1006.78,70.25
2024-07-01 01:10:00,AWS_Chennai_001,25.33,1006.48,73.15,0,normal,False,25.33,1006.48,73.15
2024-07-01 01:20:00,AWS_Chennai_001,24.94,1006.23,75.5,0,normal,False,24.94,1006.23,75.5
2024-07-01 01:30:00,AWS_Chennai_001,24.51,1006.07,75.08,0,normal,False,24.51,1006.07,75.08
2024-07-01 01:40:00,AWS_Chennai_001,24.46,1005.53,73.32,0,normal,False,24.46,1005.53,73.32
2024-07-01 01:50:00,AWS_Chennai_001,24.28,1005.56,74.05,0,normal,False,24.28,1005.56,74.05
2024-07-01 02:00:00,AWS_Chennai_001,24.31,1005.55,73.67,0,normal,False,24.31,1005.55,73.67
2024-07-01 02:10:00,AWS_Chennai_001,24.43,1005.32,72.05,0,normal,False,24.43,1005.32,72.05
2024-07-01 02:20:00,AWS_Chennai_001,24.34,1005.31,73.6,0,normal,False,24.34,1005.31,73.6
2024-07-01 02:30:00,AWS_Chennai_001,24.37,1005.56,75.19,0,normal,False,24.37,1005.56,75.19
2024-07-01 02:40:00,AWS_Chennai_001,24.7,1005.79,74.14,0,normal,False,24.7,1005.79,74.14
2024-07-01 02:50:00,AWS_Chennai_001,24.4,1005.92,73.89,0,normal,False,24.4,1005.92,73.89
2024-07-01 03:00:00,AWS_Chennai_001,24.44,1005.93,76.18,0,normal,False,24.44,1005.93,76.18
2024-07-01 03:10:00,AWS_Chennai_001,24.99,1005.99,78.62,0,normal,False,24.99,1005.99,78.62
2024-07-01 03:20:00,AWS_Chennai_001,24.76,1005.95,79.82,0,normal,False,24.76,1005.95,79.82
2024-07-01 03:30:00,AWS_Chennai_001,24.38,1006.0,81.69,0,normal,False,24.38,1006.0,81.69
2024-07-01 03:40:00,AWS_Chennai_001,24.42,1005.8,80.45,0,normal,False,24.42,1005.8,80.45
2024-07-01 03:50:00,AWS_Chennai_001,24.51,1005.72,79.83,0,normal,False,24.51,1005.72,79.83
2024-07-01 04:00:00,AWS_Chennai_001,24.88,1005.37,77.31,0,normal,False,24.88,1005.37,77.31
2024-07-01 04:10:00,AWS_Chennai_001,25.2,1005.14,77.9,0,normal,False,25.2,1005.14,77.9
2024-07-01 04:20:00,AWS_Chennai_001,24.94,1004.74,80.54,0,normal,False,24.94,1004.74,80.54
2024-07-01 04:30:00,AWS_Chennai_001,24.74,1004.86,82.37,0,normal,False,24.74,1004.86,82.37
2024-07-01 04:40:00,AWS_Chennai_001,24.65,1004.55,81.81,0,normal,False,24.65,1004.55,81.81
2024-07-01 04:50:00,AWS_Chennai_001,24.31,1004.74,82.61,0,normal,False,24.31,1004.74,82.61
2024-07-01 05:00:00,AWS_Chennai_001,24.89,1004.37,83.15,0,normal,False,24.89,1004.37,83.15
2024-07-01 05:10:00,AWS_Chennai_001,25.45,1004.16,84.94,0,normal,False,25.45,1004.16,84.94
2024-07-01 05:20:00,AWS_Chennai_001,25.3,1003.81,85.67,0,normal,False,25.3,1003.81,85.67
2024-07-01 05:30:00,AWS_Chennai_001,25.37,1003.78,82.82,0,normal,False,25.37,1003.78,82.82
2024-07-01 05:40:00,AWS_Chennai_001,25.77,1004.05,83.04,0,normal,False,25.77,1004.05,83.04
2024-07-01 05:50:00,AWS_Chennai_001,25.94,1003.93,80.49,0,normal,False,25.94,1003.93,80.49
2024-07-01 06:00:00,AWS_Chennai_001,26.32,1003.53,80.1,0,normal,False,26.32,1003.53,80.1
2024-07-01 06:10:00,AWS_Chennai_001,26.93,1003.28,81.11,0,normal,False,26.93,1003.28,81.11
2024-07-01 06:20:00,AWS_Chennai_001,27.44,1003.19,79.27,0,normal,False,27.44,1003.19,79.27
2024-07-01 06:30:00,AWS_Chennai_001,27.52,1003.36,76.54,0,normal,False,27.52,1003.36,76.54
2024-07-01 06:40:00,AWS_Chennai_001,27.62,1003.14,77.17,0,normal,False,27.62,1003.14,77.17
2024-07-01 06:50:00,AWS_Chennai_001,28.02,1003.26,77.17,0,normal,False,28.02,1003.26,77.17
2024-07-01 07:00:00,AWS_Chennai_001,28.51,1003.2,78.18,0,normal,False,28.51,1003.2,78.18
2024-07-01 07:10:00,AWS_Chennai_001,28.56,1002.92,76.77,0,normal,False,28.56,1002.92,76.77
2024-07-01 07:20:00,AWS_Chennai_001,28.56,1002.84,78.22,0,normal,False,28.56,1002.84,78.22
2024-07-01 07:30:00,AWS_Chennai_001,28.88,1002.64,81.17,0,normal,False,28.88,1002.64,81.17
2024-07-01 07:40:00,AWS_Chennai_001,29.54,1002.48,80.03,0,normal,False,29.54,1002.48,80.03
2024-07-01 07:50:00,AWS_Chennai_001,29.75,1002.57,80.67,0,normal,False,29.75,1002.57,80.67
2024-07-01 08:00:00,AWS_Chennai_001,30.16,1002.45,81.37,0,normal,False,30.16,1002.45,81.37
2024-07-01 08:10:00,AWS_Chennai_001,30.85,1002.33,81.56,0,normal,False,30.85,1002.33,81.56
2024-07-01 08:20:00,AWS_Chennai_001,31.12,1002.29,79.41,0,normal,False,31.12,1002.29,79.41
2024-07-01 08:30:00,AWS_Chennai_001,30.73,1002.05,79.74,0,normal,False,30.73,1002.05,79.74
2024-07-01 08:40:00,AWS_Chennai_001,31.1,1001.91,81.87,0,normal,False,31.1,1001.91,81.87
2024-07-01 08:50:00,AWS_Chennai_001,31.23,1001.85,81.53,0,normal,False,31.23,1001.85,81.53
2024-07-01 09:00:00,AWS_Chennai_001,31.51,969.15,82.42,1,spike_pressure,True,31.386666666666667,1001.9133333333333,80.68
2024-07-01 09:10:00,AWS_Chennai_001,31.46,1002.12,80.62,0,normal,True,31.543333333333333,1001.9766666666667,79.83
2024-07-01 09:20:00,AWS_Chennai_001,31.7,1002.04,78.98,0,normal,False,31.7,1002.04,78.98
2024-07-01 09:30:00,AWS_Chennai_001,31.89,1001.89,79.11,0,normal,False,31.89,1001.89,79.11
2024-07-01 09:40:00,AWS_Chennai_001,32.22,1002.07,79.58,0,normal,False,32.22,1002.07,79.58
2024-07-01 09:50:00,AWS_Chennai_001,32.22,1001.97,79.78,0,normal,False,32.22,1001.97,79.78
2024-07-01 10:00:00,AWS_Chennai_001,32.47,1002.19,81.8,0,normal,False,32.47,1002.19,81.8
2024-07-01 10:10:00,AWS_Chennai_001,32.58,1002.1,77.79,0,normal,False,32.58,1002.1,77.79
2024-07-01 10:20:00,AWS_Chennai_001,32.62,1001.95,77.29,0,normal,False,32.62,1001.95,77.29
2024-07-01 10:30:00,AWS_Chennai_001,32.94,1001.98,77.3,0,normal,False,32.94,1001.98,77.3
2024-07-01 10:40:00,AWS_Chennai_001,33.19,1001.96,77.64,0,normal,False,33.19,1001.96,77.64
2024-07-01 10:50:00,AWS_Chennai_001,32.4,1001.92,77.51,0,normal,False,32.4,1001.92,77.51
2024-07-01 11:00:00,AWS_Chennai_001,32.53,1001.93,78.59,0,normal,False,32.53,1001.93,78.59
2024-07-01 11:10:00,AWS_Chennai_001,32.57,1002.3,79.59,0,normal,False,32.57,1002.3,79.59
2024-07-01 11:20:00,AWS_Chennai_001,32.79,1002.29,79.39,0,normal,False,32.79,1002.29,79.39
2024-07-01 11:30:00,AWS_Chennai_001,32.73,1002.3,79.73,0,normal,False,32.73,1002.3,79.73
2024-07-01 11:40:00,AWS_Chennai_001,33.11,1002.41,79.24,0,normal,False,33.11,1002.41,79.24
2024-07-01 11:50:00,AWS_Chennai_001,32.88,1002.33,81.59,0,normal,False,32.88,1002.33,81.59
2024-07-01 12:00:00,AWS_Chennai_001,33.34,1002.43,80.29,0,normal,False,33.34,1002.43,80.29
2024-07-01 12:10:00,AWS_Chennai_001,33.51,1002.29,79.36,0,normal,False,33.51,1002.29,79.36
2024-07-01 12:20:00,AWS_Chennai_001,33.6,1002.28,80.75,0,normal,False,33.6,1002.28,80.75
2024-07-01 12:30:00,AWS_Chennai_001,33.33,1002.21,78.56,0,normal,False,33.33,1002.21,78.56
2024-07-01 12:40:00,AWS_Chennai_001,33.13,1002.28,76.15,0,normal,False,33.13,1002.28,76.15
2024-07-01 12:50:00,AWS_Chennai_001,33.54,1002.29,76.36,0,normal,False,33.54,1002.29,76.36
2024-07-01 13:00:00,AWS_Chennai_001,33.75,1002.29,78.06,0,normal,False,33.75,1002.29,78.06
2024-07-01 13:10:00,AWS_Chennai_001,33.8,1002.44,77.83,0,normal,False,33.8,1002.44,77.83
2024-07-01 13:20:00,AWS_Chennai_001,34.0,1002.53,78.28,0,normal,False,34.0,1002.53,78.28
2024-07-01 13:30:00,AWS_Chennai_001,33.8,1002.65,77.85,0,normal,False,33.8,1002.65,77.85
2024-07-01 13:40:00,AWS_Chennai_001,34.1,1002.37,75.73,0,normal,False,34.1,1002.37,75.73
2024-07-01 13:50:00,AWS_Chennai_001,34.3,1002.7,77.16,0,normal,False,34.3,1002.7,77.16
2024-07-01 14:00:00,AWS_Chennai_001,34.11,1002.48,78.46,0,normal,False,34.11,1002.48,78.46
2024-07-01 14:10:00,AWS_Chennai_001,34.11,1002.61,78.76,0,normal,False,34.11,1002.61,78.76
2024-07-01 14:20:00,AWS_Chennai_001,34.15,1003.09,78.86,0,normal,False,34.15,1003.09,78.86
2024-07-01 14:30:00,AWS_Chennai_001,34.13,1003.08,78.09,0,normal,False,34.13,1003.08,78.09
2024-07-01 14:40:00,AWS_Chennai_001,34.45,1003.04,79.18,0,normal,False,34.45,1003.04,79.18
2024-07-01 14:50:00,AWS_Chennai_001,34.55,1003.23,79.9,0,normal,False,34.55,1003.23,79.9
2024-07-01 15:00:00,AWS_Chennai_001,34.11,1003.01,82.17,0,normal,False,34.11,1003.01,82.17
2024-07-01 15:10:00,AWS_Chennai_001,33.87,1002.8,81.21,0,normal,False,33.87,1002.8,81.21
2024-07-01 15:20:00,AWS_Chennai_001,34.2,1002.58,80.0,0,normal,False,34.2,1002.58,80.0
2024-07-01 15:30:00,AWS_Chennai_001,33.94,1002.4,78.37,0,normal,False,33.94,1002.4,78.37
2024-07-01 15:40:00,AWS_Chennai_001,33.44,1002.35,78.07,0,normal,False,33.44,1002.35,78.07
